,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),2363876,Skyfall (2012) ,007：大破天幕杀机 Skyfall,动作,惊悚,犯罪,冒险,6.9,173221,9.3%,37.5%,45.5%,6.7%,1.0%,英国,美国,1048021,1025175,1054384,1054414,1006956,1049542,1316250,1048153,1025149,1187874,1129052,1025197,1161333,1186656,1329189,"https://ia.media-imdb.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
