,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),3011091,Hachi: A Dog's Tale (2009) ,忠犬八公的故事 Hachi: A Dog's Tale,剧情,9.2,527895,68.6%,25.4%,5.5%,0.4%,0.1%,美国,英国,1018014,1040997,1049499,1025215,1333949,1002775,1149250,1027843,1009520,"https://ia.media-imdb.com/images/M/MV5BYTNhZDFkN2ItMmZjNy00ODUwLTk1Y2MtMDZhYTA2N2MyNDU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR3,0,182,268_AL_.jpg"
