,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2016),2977957,10 Cloverfield Lane (2016) ,科洛弗道10号 10 Cloverfield Lane,科幻,悬疑,惊悚,6.8,36639,7.6%,36.1%,46.2%,8.5%,1.5%,美国,1354103,1017898,1041018,1018165,1013757,1093003,1078904,1355645,1355646,"https://ia.media-imdb.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
