,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2011),2997052,La piel que habito (2011) ,吾栖之肤 La piel que habito,惊悚,7.5,87940,15.3%,50.2%,31.4%,2.7%,0.4%,西班牙,1056071,1022582,1010590,1002839,1225623,1028173,1343540,1048362,1050489,1000873,1298782,1000889,1319908,1227804,"https://ia.media-imdb.com/images/M/MV5BMjMwOTYyNDY4NV5BMl5BanBnXkFtZTcwNDI1ODk0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
