,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2010),2368641,Valentine's Day (2010) ,情人节 Valentine's Day,喜剧,爱情,7.0,89217,9.4%,38.2%,46.5%,5.2%,0.6%,美国,1041160,1054532,1048027,1004861,1035644,1013757,1054512,1041016,1036329,1031870,1010555,1013769,1041105,1035675,1048130,1018979,1001373,1010536,"https://ia.media-imdb.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
