,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),3001077,The Bourne Legacy (2012) ,谍影重重4 The Bourne Legacy,动作,悬疑,惊悚,6.7,98807,7.4%,31.5%,50.2%,9.3%,1.6%,美国,日本,1049827,1013770,1018989,1035676,1025215,1012481,1031857,1315557,1007009,"https://ia.media-imdb.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
