,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2009),3006772,District 9 (2009) ,第九区 District 9,剧情,动作,科幻,惊悚,8.2,235035,34.2%,44.2%,18.6%,2.4%,0.7%,美国,新西兰,加拿大,南非,1049576,1036300,1319331,1319332,1326584,1152796,1319333,1342796,1325970,1342712,1337167,1375628,1375626,1375624,1375627,1375629,1341922,1375625,1375630,1375631,1342713,1375632,1375633,1375634,1375635,1348974,1331344,"https://ia.media-imdb.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
