,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),2994851,Xue di zi (2012) ,血滴子,动作,武侠,古装,4.6,44378,4.4%,5.4%,28.7%,37.8%,23.6%,中国大陆,香港,1106979,1041404,1259866,1274227,1041510,1274628,1276085,1313045,1318120,1011513,1106979,1317539,1002908,1275482,"https://ia.media-imdb.com/images/M/MV5BZWFkMDJiODYtY2I1OS00ZTBhLWEzZjYtMGUyMjhjYjhhMTc5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR6,0,182,268_AL_.jpg"
