,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2000),2357701,Meitantei Conan: Hitomi no naka no ansatsusha (2000) ,名侦探柯南：瞳孔中的暗杀者 名探偵コナン 瞳の中の暗殺者,剧情,动画,悬疑,犯罪,冒险,8.2,53529,30.1%,49.7%,19.2%,0.9%,0.1%,日本,1315328,1038560,1010297,1218689,1051828,1024234,1002915,1003523,1015949,1051141,1034315,1104033,1003728,1008108,1033524,1007645,1003737,1206802,1025401,1020197,1008277,1035944,1048421,1018954,1003697,1175975,1052881,"https://ia.media-imdb.com/images/M/MV5BOTE2NGZjNjYtNDkwOC00OGQxLTg5ZTMtMzJlYTM5YzdkZWM1XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg"
