,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,poster
0,(2003),2357707,Meitantei Conan: Meikyuu no crossroad (2003) ,名侦探柯南：迷宫的十字路口 名探偵コナン 迷宮の十字路,动画,悬疑,冒险,8.2,58376,33.2%,47.0%,18.5%,1.1%,0.1%,日本,1048421,1003697,1002915,"https://ia.media-imdb.com/images/M/MV5BNTVlYzRkZTEtMTZiMi00YWM1LWI3OGUtYWQzMWRmMWMxMWRlXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR5,0,182,268_AL_.jpg"
