,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),2373195,Breaking Bad             ,绝命毒师 第一季 Breaking Bad Season 1,剧情,犯罪,8.9,98692,53.4%,36.9%,9.0%,0.6%,0.2%,美国,1048279,1004722,1279348,1055664,1291634,1356039,1031807,1049498,1091090,1315784,1321830,1315753,"https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UY268_CR4,0,182,268_AL_.jpg"
