,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2004),2357711,Meitantei Conan: Ginyoku no kijutsushi (2004) ,名侦探柯南：银翼的魔术师 名探偵コナン 銀翼の奇術師,动画,悬疑,7.9,51516,24.2%,48.8%,24.6%,2.1%,0.3%,日本,1048421,1018954,1003697,1002915,1051141,1035944,1048539,1003737,1003523,"https://ia.media-imdb.com/images/M/MV5BOTFjNjQ4M2MtNTY4Yy00ZjcxLThhODMtZDZiOTM5MmE5OWRiXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
