,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,poster
0,(2009),2357162,Ice Age: Dawn of the Dinosaurs (2009) ,冰川时代3 Ice Age: Dawn of the Dinosaurs,喜剧,动画,冒险,8.2,152816,31.4%,50.0%,17.6%,0.9%,0.1%,美国,1009704,1299248,1036440,1010561,1025202,1035648,"https://ia.media-imdb.com/images/M/MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_UY268_CR5,0,182,268_AL_.jpg"
