,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),3008247,The Boy in the Striped Pajamas (2008) ,穿条纹睡衣的男孩 The Boy in the Striped Pajamas,剧情,战争,8.9,161614,53.2%,39.2%,7.0%,0.4%,0.1%,英国,美国,1286490,1000220,1053584,1031862,1022914,1027178,1094162,1286283,1014400,"https://ia.media-imdb.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
