,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2008),2359431,Bo chi tung wah (2008) ,保持通话 保持通話,动作,6.7,110157,6.3%,32.3%,50.5%,9.1%,1.7%,香港,中国大陆,1274293,1027577,1027645,1037273,1000572,1018257,1274298,1005843,1324174,1315843,1274238,1275972,1275258,1052470,"https://ia.media-imdb.com/images/M/MV5BNDAxNzk4MTgyM15BMl5BanBnXkFtZTgwNDUzNjAzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
