,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(2006),2326676,Usavich             ,越狱兔 第一季 ウサビッチ,喜剧,动画,短片,9.2,69525,67.8%,25.6%,6.0%,0.5%,0.2%,日本,"https://ia.media-imdb.com/images/M/MV5BY2MxMmRmN2QtY2ZmZS00YjMyLTk1MTQtMmQ2ZDcwNTI0YzU3XkEyXkFqcGdeQXVyNDg0NDIxMTU@._V1_UY268_CR6,0,182,268_AL_.jpg"
