,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2009),2301701,Splice (2009) ,人兽杂交 Splice,剧情,科幻,惊悚,5.5,48498,3.0%,12.9%,48.3%,27.4%,8.4%,加拿大,法国,美国,1013778,1002665,1013756,1040503,1000092,"https://ia.media-imdb.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
