,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,poster
0,(2009),2464346,The White Ribbon (2009) ,白丝带 Das weiße Band – Eine deutsche Kindergeschichte,剧情,悬疑,8.1,19913,29.6%,47.8%,19.7%,2.3%,0.7%,德国,奥地利,法国,意大利,1040988,1025357,1050334,"https://ia.media-imdb.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
