,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),3016187,Game of Thrones             ,权力的游戏 第一季 Game of Thrones Season 1,剧情,奇幻,冒险,9.3,187749,72.4%,23.2%,4.0%,0.3%,0.2%,美国,英国,1018208,1302850,1292153,1298974,1314652,1027299,1314665,1088148,1314667,1002683,1314666,1314668,1009367,1314989,1076051,"https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
