,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),2997063,You Will Meet a Tall Dark Stranger (2010) ,遭遇陌生人 You Will Meet A Tall Dark Stranger,剧情,喜剧,爱情,7.3,13493,12.0%,46.8%,37.9%,2.9%,0.4%,美国,西班牙,1054430,1054434,1004568,1016675,1022582,1025061,1004679,1013922,1036553,"https://ia.media-imdb.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
