,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),2334904,Shutter Island (2010) ,禁闭岛 Shutter Island,剧情,悬疑,惊悚,8.7,388949,44.9%,43.9%,10.4%,0.7%,0.2%,美国,1054425,1041029,1040505,1054393,1002675,1049491,1036322,1013791,1009239,1017934,1025224,1031868,1054912,1317101,1326279,"https://ia.media-imdb.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
