,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),3011617,Pandorum (2009) ,深空失忆 Pandorum,动作,科幻,悬疑,惊悚,恐怖,7.3,30600,15.4%,41.7%,36.9%,5.3%,0.8%,德国,英国,1018191,1002679,1040512,1022576,1013842,1313810,1013802,1050195,1130970,1296200,1110644,1260469,1320602,1073272,"https://ia.media-imdb.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
