,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3009161,Law Abiding Citizen (2009) ,守法公民 Law Abiding Citizen,剧情,惊悚,犯罪,7.9,66226,23.3%,52.5%,21.9%,1.8%,0.4%,美国,1009396,1036329,1040500,1019029,1010626,1040520,1022676,"https://ia.media-imdb.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
