,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),3008672,Biutiful (2010) ,美错 Biutiful,剧情,8.0,12952,25.4%,50.6%,21.6%,1.9%,0.4%,墨西哥,西班牙,1054403,1054414,1322520,1018374,1028075,1050489,1196361,1276171,"https://ia.media-imdb.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
