,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),3011459,Unstoppable (2010) ,危情时速 Unstoppable,剧情,动作,惊悚,灾难,7.6,40638,14.7%,54.6%,28.6%,1.8%,0.3%,美国,1017979,1054431,1053621,1044717,1017960,1049634,"https://ia.media-imdb.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
