,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2336737,Milk (2008) ,米尔克 Milk,剧情,同性,传记,8.3,42966,32.9%,49.1%,16.7%,1.0%,0.2%,美国,1041021,1054527,1004568,1019001,1013867,1040998,1036381,1013900,"https://ia.media-imdb.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
