,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),2997076,The Wolf of Wall Street (2013) ,华尔街之狼 The Wolf of Wall Street,剧情,喜剧,传记,犯罪,7.7,154790,20.7%,46.8%,28.3%,3.5%,0.7%,美国,1054425,1041029,1036302,1272303,1040511,1049607,1031903,1049679,1018213,1236978,1316627,"https://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
