,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2009),3005875,2012 (2009) ,2012,动作,科幻,冒险,灾难,7.7,300748,20.6%,48.9%,27.3%,2.6%,0.6%,美国,加拿大,1040593,1018986,1010581,1013775,1040513,1010571,1053560,1013849,1022768,1000182,1036549,1036774,1014332,"https://ia.media-imdb.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
