,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2009),3011093,An Education (2009) ,成长教育 An Education,剧情,7.7,92932,18.9%,51.8%,27.0%,2.0%,0.3%,美国,英国,1045092,1025144,1031800,1017897,1297274,1022627,1017901,1040989,1000400,1054514,1044915,1326707,"https://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
