,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2009),3018123,Home (2009) ,家园 Home,纪录片,9.2,36195,66.8%,25.9%,6.4%,0.7%,0.2%,法国,1059744,1059744,1031875,1041660,"https://ia.media-imdb.com/images/M/MV5BMTEwNWE3MWEtNTMxMS00YmMyLWExZDQtZGFmNWZkODkwNGZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR9,0,182,268_AL_.jpg"
