,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),2361826,Kisaragi (2007) ,如月疑云 キサラギ,喜剧,悬疑,8.1,34622,28.0%,49.7%,19.9%,1.9%,0.5%,日本,1014229,1033585,1033257,1038649,1037221,"https://ia.media-imdb.com/images/M/MV5BNGM3NDI2YWQtM2U3OC00NDkxLTk4MjUtYTM0MzdmMjU5MDUwXkEyXkFqcGdeQXVyNTk5MjI2NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
