,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,poster
0,(1965),3033864,Di dao zhan (1965) ,地道战,战争,8.2,40486,35.8%,43.1%,17.6%,1.8%,1.6%,中国,1274897,1035221,"https://ia.media-imdb.com/images/M/MV5BYTEyOTJkNjgtMGIxYi00NDFmLWEyZTQtMGIwOTUyYjZhNTE2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR5,0,182,268_AL_.jpg"
