,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3011051,Triangle (2009) ,恐怖游轮 Triangle,剧情,悬疑,惊悚,8.3,342829,37.5%,44.6%,15.8%,1.6%,0.5%,英国,澳大利亚,1274962,1025179,1012478,1044997,1071733,1312547,1351872,1346367,"https://ia.media-imdb.com/images/M/MV5BY2VlODI5ZmMtZDExYS00OWI4LWJiMWItZWZkZWRkNzlmZWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
