,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2008),3026357,Gran Torino (2008) ,老爷车 Gran Torino,剧情,8.6,48956,43.2%,44.2%,11.5%,1.0%,0.2%,美国,德国,1054436,1054436,1018152,1040736,1313683,1005021,1376113,1018031,1317100,1025224,1000188,"https://ia.media-imdb.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
