,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,poster
0,(2016),2338055,Westworld             ,西部世界 第一季 Westworld Season 1,科幻,西部,8.8,140266,55.7%,32.4%,9.8%,1.4%,0.7%,美国,1275104,1328760,1332531,1321831,1018056,1013778,1028639,1356468,1035652,1054434,1048024,1040513,1036484,1040576,1048023,1053622,1257884,1333356,1041596,1213058,1166432,1352426,1019033,1022622,1350647,1315273,1234233,1009567,1294459,1027395,1036459,1101386,1049694,1363135,1352522,1332144,1025060,1355049,1254719,1023147,1340303,1260352,1222272,1363083,"https://ia.media-imdb.com/images/M/MV5BMjM2MTA5NjIwNV5BMl5BanBnXkFtZTgwNjI2OTMxNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
