,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2009),2354729,Knowing (2009) ,神秘代码 Knowing,剧情,科幻,悬疑,惊悚,灾难,6.6,90449,7.5%,29.7%,49.7%,11.1%,2.0%,美国,英国,澳大利亚,1027346,1054455,1036645,1022562,1268700,"https://ia.media-imdb.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
