,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3007825,Whatever Works (2009) ,怎样都行 Whatever Works,喜剧,爱情,7.9,19395,22.8%,51.1%,23.7%,2.0%,0.4%,美国,法国,1054430,1010575,1035652,1013791,1044713,1050155,1049729,"https://ia.media-imdb.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
