,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2009),3007773,Pirate Radio (2009) ,海盗电台 The Boat That Rocked,剧情,喜剧,音乐,8.6,169562,48.7%,36.2%,12.9%,1.7%,0.5%,英国,德国,法国,1040673,1041002,1036342,1054394,1000102,1274492,1010549,1000122,1031755,1025060,1274332,1031865,"https://ia.media-imdb.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
