,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2007),2346881,Por see yee (2007) ,破事儿 破事兒,喜剧,7.5,51369,16.3%,49.1%,30.6%,3.4%,0.7%,香港,1000148,1076665,1019343,1005138,1028496,1041510,1038570,1275151,1033011,1274255,1015445,1033280,1275156,1288082,1313728,1314139,1006502,1275866,1023424,1320998,"https://ia.media-imdb.com/images/M/MV5BNDk2Mzc1YjctNGVjMS00Y2M1LThlMmQtNGYyZTc1Zjk0NjNjXkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_UY268_CR10,0,182,268_AL_.jpg"
