,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),2369549,Public Enemies (2009) ,公众之敌 Public Enemies,剧情,传记,历史,犯罪,7.4,52292,15.2%,44.1%,36.0%,4.2%,0.5%,美国,1007003,1054456,1005773,1006955,1009265,1036317,1031224,1025188,1025144,"https://ia.media-imdb.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
