,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,poster
0,(2009),2361823,I Love You Phillip Morris (2009) ,我爱你莫里斯 I Love You Phillip Morris,喜剧,爱情,同性,传记,7.9,55893,23.9%,50.8%,23.3%,1.8%,0.3%,法国,美国,1317347,1317350,1054438,1012532,1000023,1022622,"https://ia.media-imdb.com/images/M/MV5BNDkzMjkwNjc5NV5BMl5BanBnXkFtZTcwNzEyOTk5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
