,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,poster
0,(2008),3003137,The Onion Movie (2008) ,洋葱电影 The Onion Movie,喜剧,7.6,46586,21.4%,45.0%,28.7%,4.0%,0.9%,美国,1073584,1002685,"https://ia.media-imdb.com/images/M/MV5BMzQyNjcyMjUwOV5BMl5BanBnXkFtZTgwMTgxMDA2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
