,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,poster
0,(2007),2381810,The Counterfeiters (2007) ,伯纳德行动 Die Fälscher,剧情,战争,犯罪,7.9,19608,18.7%,58.2%,21.9%,1.0%,0.1%,德国,奥地利,1014437,1050288,1014063,1028303,"https://ia.media-imdb.com/images/M/MV5BMGQzYjllODktMGExNi00YTc0LWIxYTQtOWI5ODU5ZmFhYjE1XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
