,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),2998270,Sherlock Holmes (2009) ,大侦探福尔摩斯 Sherlock Holmes,动作,悬疑,惊悚,犯罪,冒险,7.5,198875,15.1%,49.3%,32.1%,3.0%,0.4%,美国,德国,1025148,1016681,1010510,1053587,1274374,1009283,"https://ia.media-imdb.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
