,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2009),2334814,"New York, I Love You (2008) ","纽约，我爱你 New York, I Love You",剧情,爱情,7.6,89376,17.9%,49.5%,30.2%,2.3%,0.2%,美国,1049776,1014087,1338052,1000296,1005064,1021999,1036730,1023116,1027917,1054454,1002732,1041023,1054454,1008069,1035653,1019013,1018984,1009288,1002676,1053562,1027210,1013757,1012513,1022000,1000086,1004587,1049943,1138320,1301582,1036385,1054348,1002695,1041026,1108861,"https://ia.media-imdb.com/images/M/MV5BMTI3NDYxOTM4OF5BMl5BanBnXkFtZTcwOTEwNTI4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
