,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2008),3007826,The Wrestler (2008) ,摔角王 The Wrestler,剧情,运动,8.3,32817,34.3%,48.9%,15.4%,1.2%,0.3%,美国,法国,1041000,1035646,1047974,1035652,1123828,1061775,1351691,1032085,1385863,1192574,1313060,1334195,1135249,1313059,1058032,"https://ia.media-imdb.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
