,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,poster
0,(2008),2357719,Meitantei Conan: Senritsu no furu sukoa (2008) ,名侦探柯南：战栗的乐谱 名探偵コナン 戦慄の楽譜,动画,悬疑,6.9,52701,12.2%,32.4%,46.4%,7.9%,1.0%,日本,1048421,1003697,1051141,"https://ia.media-imdb.com/images/M/MV5BNzhjZTNkNzUtMmZhYS00ZmQ0LTkyNTQtMTk0MmNiMjM0N2IzXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR11,0,182,268_AL_.jpg"
