,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,poster
0,(2010),3036464,Leap Year (2010) ,闰年 Leap Year,喜剧,爱情,7.7,67648,20.8%,48.2%,28.2%,2.4%,0.3%,美国,爱尔兰,1009570,1022563,1000008,1002677,"https://ia.media-imdb.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
