,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),2968813,Let the Right One In (2008) ,生人勿进 Låt den rätte komma in,剧情,恐怖,7.6,33464,20.9%,45.7%,28.9%,3.6%,0.8%,瑞典,1000317,1009522,1027300,1018593,1072938,1065761,1221269,"https://ia.media-imdb.com/images/M/MV5BMjE1OTY2MTM5MF5BMl5BanBnXkFtZTcwNzQ5Mjc5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
