,user_id,user_movie,user_name,user_pop
0,tjz230,3964,影志,96162
1,flxjp,5524,法兰西胶片,5718
2,iisakura,3139,萨库拉,9010
3,guanxin898,1590,小心和小欣,1684
4,xilouchen,1554,西楼尘,6694
5,58708776,1196,幼儿园最乖,138
6,shunong,1743,舒农,875
7,medusaY,661,之薰,43
8,phoenix43,2435,阿暖,1182
9,cheesecakehouse,2302,一口吃掉小蛋糕,190
10,qijiuzhiyue,10186,桃桃淘电影,140682
11,auntbear,935,熊阿姨,24955
12,zhangzongqian,5686,亵渎电影,55013
13,run11run,2741,Mona Lishark,9164
14,MovieL,4380,木卫二,116746
15,1019579,6426,老晃,12981
16,darlingtudai,7160,刘小黛,13935
17,GuessA,,GuessA,
18,ticojj123,2005,符号,2099
19,babulliu,3022,把噗,9471
20,diewithme,2436,王大根,57774
21,ydyie,4422,时间之葬,14230
22,69290051,1945,Paco,8138
23,ETpig,838,一期一会,102
24,urnotlauretta,,蓝色波丽露,
25,106347535,2205,Mr.Charles,2565
26,1233038,1227,frozenmoon,64679
27,redbeard,506,红胡子,182
28,richer725,7646,荔枝超人,9065
29,91342663,,三十而立,
30,yyy18n,1172,琦殿,73085
31,49213881,4827,华盛顿樱桃树,813
32,2049622,1523,LOOK,7914
33,114515320,137,谢飞导演,23948
34,grinch,6817,大奇特(Grinch),26725
35,little_cupid,3734,37°2,1362
36,antonia,1407,安东妮,3692
37,gypsybottle,1929,毛怪周,373
38,136017171,,文帙三,
39,liuxuehao,1262,刘学浩,1338
40,ghostraider,1835,ghostraider,131
41,3540441,4160,同志亦凡人中文站,43670
42,ljgyhj,4971,易老邪,27553
43,tieliuwudi,763,杨迪,18935
44,bpjz,,白胖饺子,
45,Makoto-Ri,1646,★,4116
46,ruo1996,4449,徐若风,6187
47,Hamlet-Luang,1273,大时代歌姬,22660
48,flowermumu,8826,欢乐分裂,17848
49,2265139,1128,七颗栗子,23429
50,angle223,1856,不良生,14681
51,songjunvip,160,宋小君,119025
52,shiny313,93,张冷库,2138
53,yingpingduli,2402,刘小流,1165
54,4059894,1586,汪汪小超人,61
55,136505664,489,梅山君,15631
56,Autorun,560,Autorun,45021
57,satan163,3203,艾晨,10256
58,renjiananhuo,1379,邓安庆,100649
59,chenchangxing,19221,柏林苍穹下,8321
60,rebekah,5363,眠去,57023
61,fengjiansun,2529,风间隼,24317
62,zeroqq,1631,娘圈圈 瞎比比,17730
63,lingrui1995,2302,凌睿,14933
64,fuckandnight,1512,操安吧,2862
65,82880498,91,孔鲤,7951
66,tiamat,508,丁小云,62612
67,SydneyCarton,3101,SydneyCarton,4572
68,quanzhouren,1279,曾于里,18786
69,huhu1999,2229,九只苍蝇撞墙,16334
70,dreamfox,4695,乌鸦火堂,17767
71,bixiongzz,284,迷宝,38470
72,35790692,,饮歌,
73,veverlee,4812,内陆飞鱼,15841
74,luhua,5631,芦哲峰,14691
75,RIVERT,1172,rivert,2848
76,7542909,2264,翻滚吧！蛋堡,4322
77,ztftom,784,Vamei,20297
78,46843344,1697,刘康康,7248
79,nezhaboy,2204,哪吒男,7639
80,mumudancing,1546,mumudancing,58458
