,user_id,user_movie,user_name,user_pop
0,emor-hwang,1662,MJØLK,15364
1,54078326,,AURELIANO,
2,grbzywg,2684,儒,893
3,babydog,5166,babydog不Muyan,1099
4,iwei,,凉,
5,50060410,2354,朝阳区白百合,2907
6,zhangzongqian,5701,亵渎电影,55357
7,sakimay,2125,黄青蕉,67113
8,tjz230,3975,影志,97001
9,cabaret,3723,陀螺凡达可,22731
10,fantasychang,1450,弗朗索瓦张。,4666
11,yinxiang,5261,胤祥,22955
12,conanemily,4188,米粒,44629
13,3540441,4173,同志亦凡人中文站,44368
14,MovieL,4403,木卫二,117596
15,luhua,5641,芦哲峰,14771
16,petercat,2234,Peter Cat,9069
17,ballteda,2046,掉线,5223
18,grinch,6837,大奇特(Grinch),26981
19,stella_zhou,1900,白日美人_S,3226
20,xiaoxiaodeyuanz,1713,子远,45789
21,ydyie,4433,时间之葬,14323
22,alexcite,135,顿河,6926
23,AngelinaAnne,2054,小A,6745
24,nezhaboy,2234,哪吒男,8227
25,chenhuayang,5242,Clyde,1794
26,4340710,4727,Carf,324
27,vividtime,3032,LORENZO,19758
28,158599515,132,简安,122
29,kulilin,2142,kulilin,7261
30,weichengluanma,1910,维城乱马,50077
31,seafans,8292,释凡,4030
32,87992577,497,我的天呐,100
33,126877536,1934,飞进耳廓的飞蛾,163
34,yalindongdong,4794,方枪枪,17452
35,Christar,,Hildegard,
36,150078202,540,爱吃烤鹅,120
37,121579323,855,潘粤明的小可爱,251
38,145577008,2038,Admit,172
39,huhu1999,2236,九只苍蝇撞墙,16473
40,Len.,4550,恶魔的步调,15596
41,aixiaoke,2865,艾小柯,112363
42,155802775,275,桦23,97
43,49289313,2052,我是大皮哥,3107
44,163985480,174,诗诗小兔,79
45,flowermumu,8864,欢乐分裂,18034
46,Troub1eMarker,395,Y12CU,87
47,104041720,263,良辰美景写意,73
48,kongkasa,246,孔卡萨,77
49,yuchishangjiu,1657,尉迟上九,13934
50,75381431,436,可缓缓归矣,128
51,itzhaoxiangyu,1654,心生,9759
52,73706824,491,牵不到的爱,112
53,156117376,164,慕卿年,61
54,luzhiyu,,陆支羽,
55,Zizou_Vam,,托尼·王大拿,
56,veverlee,4826,内陆飞鱼,15960
57,158802161,330,趣多多配红茶,114
58,158797812,555,不想起名字,143
59,164192456,140,新街口的,70
60,163248051,227,天地一沙鸥,86
61,weiwu,3408,陈哈,29010
62,zoe14,3627,ζωήιδ,2354
63,93562353,627,潇潇暮雨,87
64,ruilixiurui,3993,锐利修蕊,4973
65,158765726,505,咿呀咿,107
66,163986229,113,芋圆,76
67,163986017,334,沉,85
68,122720633,1140,乔植,163
69,stupidcat7652,4042,傻乐的猫,1515
70,p2165,5157,二月鸟语,2634
71,92468807,3643,Jeannels,1772
72,andert,3460,Hachiko,164
73,dusk.xiyang,4016,天河佑希,556
74,angle223,1864,不良生,14744
75,sophie-z,1310,Sophie  Z,14898
76,Jerry-feng,3089,诸葛不要·星,37560
77,MeloTheFisher,1041,烟波人长安,65575
78,158799908,300,fox的summer,74
79,tuiblio,2323,不流,18535
80,no350028,1462,大星,1616
81,zr0820,1457,马什么梅？,1297
82,yangchangyi520,946,巴鸡！,17562
83,shinewewe,1098,shu,66134
84,jundle,3186,盲忙,3667
85,alcudish,1955,肥嘟嘟左卫门,2777
86,2434887,3832,丁一,3082
87,36004679,575,Issac,153
88,ikausume,1026,我很在意！,15908
89,PiggyOgre,2627,猪头妖怪,1896
90,53405938,481,Maybe_Blue,1
91,7880093,1345,马二水,6059
92,daisychen1942,766,囧之女神daisy,86398
93,73627795,133,绿豆酥,66
94,MECCA,4242,美卡 mecca,2322
95,69763543,1609,Xia,14
96,nothingbut,2479,巽,8971
97,shapesofdreams,1839,小晨,12951
98,RemyAnderson,2193,水英俊,416
99,lilyshen,578,玑衡,30181
100,rorschachlau,124,RorschachLau,37
101,linggreenst,1498,〇,2113
102,ChannaDisco,1965,夏奈,88830
103,darkwood,2662,巴伐利亞酒神,21053
104,60015125,1249,胖肖Mark,170
105,babulliu,3074,把噗,9665
106,zeroqq,1634,娘圈圈 瞎比比,17741
107,vivifyvivi,10618,vivi,1942
108,songzer,1237,火柴廠女工,140
109,72086305,2751,LoudCrazyHeart,149
110,husangdouban,226,胡桑,8000
111,1815039,6064,Wadjda,1690
112,yoyoleung,3119,早优生夫斯基,1617
113,oscarxia,2515,夏昊BFA,248
114,longzheking,2941,汪金卫,3322
115,zhangdazhui,1739,张维托,23282
116,CharlesChou,3548,CharlesChou,6898
117,ruxiaoguo,1754,如小果,6340
118,54245479,562,杨三恨,10929
119,caiyanbin,2051,结冰,878
120,5496665,645,原子女金刚,50
121,iisakura,3149,萨库拉,9040
122,140088167,,十九君,
123,DivaTequila,7326,Diva Tequila,290
124,wusequanwei,3939,五色全味,8082
125,isotherm,2035,玄辂,7643
126,lyricli,2516,半个里Re-Kill,337
127,woaidake,,我爱大可,
128,imecstasy,2794,唐小万,3112
129,92463984,1343,半城风月,186
130,luoying6,9788,本来老六,10444
131,firo,571,银谷,59358
132,Kateya,821,Kateyameng,417
133,57542378,1922,梦里诗书,1106
134,imagefly,2500,摩西不夜奔,2369
135,xiyangwuxie,5242,彌張,17559
136,hugjm,1955,昏金暗玉,2459
137,lcsun,4281,lcsun,1702
138,Aragon,1987,土建劝退师四狗,2048
139,58930883,5866,峰峰峰峰,1007
140,fengjiansun,2544,风间隼,24472
141,wtforz,1775,王别树,382
142,hahooy,875,汤头精灵,149
143,thegreatkoala,2017,吃胶片的考拉,644
144,xylitol,1947,Monsieur W.,588
145,iRayc,1930,三角眼er,1598
146,touya0229,2599,touya,101
147,lubaiyu,2894,JoeyLu陆柏宇,153
148,MrRabbit,1426,树上的兔女爵,1544
149,114890297,1690,一块小饼干,80
150,mymx,3350,猫语猫寻,16026
151,nopanic,706,艾栗子,2460
152,kingedward,2399,KinG羽,1275
153,CFJ,7555,左胸上的吸盘,6653
154,austim,2207,豆瓣浅度用户,929
155,boks,3790,boks,3313
156,2039887,1131,旺财博士,1739
157,kianfish,719,kianfish,965
158,moredarkwhite,2131,更深的白色,2514
159,olivia617,1583,奥利芙,397
160,aggie,1029,管管,495
161,yosaburoo,426,与三,666
162,jmr,1088,.,12419
163,63612050,2164,韩景峰看电影,277
164,jessicazt,1533,Summer,1114
165,lowai,506,lowai,613
166,haiyangart,1278,红刺猬先生,128
167,DrGonzo,1671,飘飘然,190
168,cuoa,123,阿措,25991
169,ishtarie,1864,花轮君,605
170,yanbigflower,,Sofie,
171,joloveyou,1361,Josephine,896
172,ilovemyself,5854,Nosferatu,1593
173,leesueloo,1241,三个牧。°,50
174,deathnroll,3455,她还没有死,4255
175,43625639,1950,Dr. Ma,29
176,withmydog,2020,十八爷,800
177,siaa,2468,离释,138
178,48773692,,红子老爷,
